id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions,question
cap.actuation.harness-detection,capability,,,,[],A caller needs evidence of locally available harness candidates.,actuation harness catalog; actuation harness detect,"Catalogued candidates and detected, absent or unavailable results with receipts.","observed read-only catalog and machine-local detection with version probes, 2026-09-06; result is environment-scoped",agent-inference,README.md,detection/detect.mjs;detection/catalog.mjs,detection/detect.test.mjs;contracts/harness-detection.test.mjs,actuation.html#q4/environment,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""harness.catalog"", ""harness.detect""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The CLI emits the declared catalog and executes local harness detection.""}, ""cli_observation"": {""additional_probe"": {""argv"": [""node"", ""./bin/actuation"", ""harness"", ""detect"", ""--versions"", ""--json""], ""executed_at"": ""2026-09-06T14:04:42Z"", ""result_scope"": ""Machine-local observation: all 12 catalog descriptors were detected; version receipts were emitted where their descriptor declares a version probe.""}, ""argv"": [""node"", ""./bin/actuation"", ""harness"", ""catalog"", ""--json""], ""catalog_revision"": 2, ""executed_at"": ""2026-09-06T14:04:42Z"", ""result_scope"": ""Catalog r2 emitted 12 declared descriptors.""}, ""converted_from_sha256"": ""0a76352c705f30682c115a1347bfa3a1e5300b25a6ba1cf542b1b11da5175369"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""github-recovery-mirror/mirror/Actuation/issues/1.json""], ""code_basis"": {""detection/catalog.mjs"": ""02b852b75e85e7b72529c356b6d25911e0e43a369a7c72d901b274103c9371bb"", ""detection/detect.mjs"": ""e3af52a15ff975c5b1f3c62928c158532a1c94424d9bf5458a56675924865810""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
cap.actuation.harness-self,capability,,,,[],An actor needs to identify its current harness where environment markers permit.,actuation harness self,Resolved marker identity or explicit ambiguity with local detection context.,"observed read-only self query, 2026-09-06; resolved null because no environment marker matched",agent-inference,README.md,detection/self.mjs,detection/self.test.mjs,actuation.html#q4/environment,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""harness.self""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The CLI emits its environment-marker self-detection reading.""}, ""cli_observation"": {""argv"": [""node"", ""./bin/actuation"", ""harness"", ""self"", ""--json""], ""catalog_revision"": 2, ""executed_at"": ""2026-09-06T14:04:42Z"", ""result_scope"": ""Local self query returned matched: [], resolved: null, ambiguity: false; it did not identify this running harness.""}, ""converted_from_sha256"": ""0a76352c705f30682c115a1347bfa3a1e5300b25a6ba1cf542b1b11da5175369"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""github-recovery-mirror/mirror/Actuation/issues/1.json""], ""code_basis"": {""detection/self.mjs"": ""4e21366797b81edd944c16ed219fa74e11fa78292a0a6f95b67bc0e3b33b3c72""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
cap.actuation.instantiation,capability,,,,[],"An integration needs to preserve model, engine, surface and material relationships.",actuation instantiation; actuation instantiation record; attachDetectionEvidence,Portable receipt with separated access/placement facts and optional detected harness binding or JSONL recording.,"receipt contracts tested; recorder CLI source-inspected, not live exercised",agent-inference,README.md,contracts/instantiation.mjs;cli/commands.mjs,contracts/instantiation.test.mjs;cli/actuation.test.mjs,actuation.html#q1/product,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""instantiation.read"", ""instantiation.record""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The CLI reads instantiation receipts and exposes an explicit recorder route; this pass did not execute the mutating recorder.""}, ""converted_from_sha256"": ""0a76352c705f30682c115a1347bfa3a1e5300b25a6ba1cf542b1b11da5175369"", ""maintenance"": {""change_refs"": [""actuation:#33"", ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""github-recovery-mirror/mirror/Actuation/issues/1.json"", ""actuation:#39"", ""actuation:#44""], ""code_basis"": {""cli/commands.mjs"": ""d6a377e51c2ece43006ae99e32cbedc00ec0b058968d620f6a9cbee459ada43e"", ""contracts/instantiation.mjs"": ""c4b6552f410dd8876761159477816ed8253eea881ef70f7926d9bc898167d47c"", ""contracts/actuation-stream-store.mjs"": ""32ea63dc01981fac0b77b342969b47532d26dfc7e77b8723683fa2d6a0189b6e""}, ""updated_at"": ""2026-09-09""}, ""last_reconciled_at"": ""2026-09-09T09:04:12.185796+00:00""}",
cap.actuation.research,capability,,,,[],Researchers need attributable comparisons of agency and harness conditions.,Pinned QL runtime experiment and comparison procedures,"Experimental records that can support critique, replay and later accepted findings.",experimental; no live capability-effect result claimed by this pass,agent-inference,docs/QL-RUNTIME-MIGRATION.md;../github-recovery-mirror/mirror/Actuation/issues/26.json,experiments/ql-runtime/prime/run.mjs,experiments/ql-runtime/prime/test/prime-structural.test.mjs,actuation.html#q4/research,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""intent"", ""reason"": ""Research procedures are experimental and no CLI research command is emitted.""}, ""converted_from_sha256"": ""0a76352c705f30682c115a1347bfa3a1e5300b25a6ba1cf542b1b11da5175369"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""github-recovery-mirror/mirror/Actuation/issues/26.json"", ""actuation:#46"", ""actuation:#44""], ""code_basis"": {""experiments/ql-runtime/prime/run.mjs"": ""3efdc1da4db79a5c243f122dfcfeaff00ad56db740438944d0e7dd1fb97e9bce""}, ""updated_at"": ""2026-09-09""}, ""last_reconciled_at"": ""2026-09-09T09:12:46.650796+00:00""}",
cap.actuation.verification,capability,,,,[],Developers need to check portable contract behaviour before integration.,actuation verify; node --test selected native contract suites,A bounded native test result and discoverable verification command.,"164 full native tests passed 2026-09-09, including the public actualisation Wayfinder conformance cases; physical rematerialisation remains untested",agent-inference,README.md,cli/commands.mjs,contracts/agency.test.mjs;contracts/realised-actuation.test.mjs;contracts/actuation-stream.test.mjs;contracts/activity.test.mjs;contracts/instantiation.test.mjs;cli/agency-actualisation.test.mjs,actuation.html#q5/verification,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""verify""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The CLI executes all discovered native suites; this change observed status ok across 18 test files and 164 passing tests.""}, ""converted_from_sha256"": ""0a76352c705f30682c115a1347bfa3a1e5300b25a6ba1cf542b1b11da5175369"", ""maintenance"": {""change_refs"": [""actuation:#33"", ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""github-recovery-mirror/mirror/Actuation/issues/1.json"", ""actuation:#39"", ""actuation:#44""], ""code_basis"": {""cli/commands.mjs"": ""d6a377e51c2ece43006ae99e32cbedc00ec0b058968d620f6a9cbee459ada43e"", ""contracts/actuation-stream-store.mjs"": ""32ea63dc01981fac0b77b342969b47532d26dfc7e77b8723683fa2d6a0189b6e""}, ""updated_at"": ""2026-09-09""}, ""last_reconciled_at"": ""2026-09-09T09:07:52.541446+00:00""}",
H0->H1,relation,suite-relations,H0,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Central"", ""dst_product"": ""Actuation"", ""ql"": ""A1"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
H0->A1,relation,suite-relations,H0,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Central"", ""dst_product"": ""Actuation"", ""ql"": ""D2-transform"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
H1->H0,relation,suite-relations,H1,H0,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Actuation"", ""dst_product"": ""Central"", ""ql"": ""A1"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
H1->H1,relation,suite-relations,H1,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,self:Actuation,I,"{""src_product"": ""Actuation"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": ""CF2"", ""seam"": ""self:Actuation"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
H1->H2,relation,suite-relations,H1,H2,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,12:agency-operative-body,H,"{""src_product"": ""Actuation"", ""dst_product"": ""AIKit"", ""ql"": ""B1"", ""cf_view"": ""CF3"", ""seam"": ""12:agency-operative-body"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/ai-kit#58(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
H1->H3,relation,suite-relations,H1,H3,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,13:agency-development,S,"{""src_product"": ""Actuation"", ""dst_product"": ""Factory"", ""ql"": """", ""cf_view"": ""CF4"", ""seam"": ""13:agency-development"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/agent-system-design#142(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
